symbol,name,exchange,sector,industry,marketCap,country
688692.SS,WUHAN DAMENG DATABASE COMPANY L,SHH,,,29846667264.0,US
208710.KQ,PHOTON,KOE,,,29842954240.0,US
688018.SS,ESPRESSIF SYSTEMS (SHANGHAI) CO,SHH,,,29823326208.0,US
342870.KQ,OA,KOE,,,29818986496.0,US
131090.KQ,SECUVE,KOE,,,29799133184.0,US
051380.KQ,PCD,KOE,,,29798877184.0,US
DASTF,DASSAULT SYSTEMES,PNK,,,29723734016.0,US
0YP5.IL,ADYEN NV ADYEN ORD SHS,IOB,,,29665949696.0,US
FUJA.F,FUJITSU LTD.                  R,FRA,,,29664708608.0,US
IBIDY,Ibiden Co. Ltd.,PNK,,,29600026624.0,US
601865.SS,FLAT GLASS GROUP CO LTD,SHH,,,29585561600.0,US
000034.SZ,DIGITAL CHINA GROUP CO LTD,SHZ,,,29572599808.0,US
FUJ1.F,FUJITSU LTD.                  R,FRA,,,29560623104.0,US
ZM,"Zoom Communications, Inc.",NMS,,,29521313792.0,US
FISV,"Fiserv, Inc.",NMS,,,29504944128.0,US
2359.T,CORE CORPORATION,JPX,,,29493604352.0,US
8086.TWO,ADVANCED WIRELESS SEMICONDUCTOR,TWO,,,29477419008.0,US
688502.SS,MLOPTIC CORP,SHH,,,29462929408.0,US
015260.KS,A&P,KSC,,,29398597632.0,US
002456.SZ,OFILM GROUP CO LTD,SHZ,,,29382961152.0,US
688318.SS,SHENZHEN FORTUNE TREND TECHNOLO,SHH,,,29341046784.0,US
066900.KQ,DAP,KOE,,,29335097344.0,US
6116.TW,HANNSTAR DISPLAY CORP,TAI,,,29301213184.0,US
3798.T,ULS GROUP INC,JPX,,,29234479104.0,US
300811.SZ,POCO HOLDING CO LTD,SHZ,,,29156954112.0,US
MSFT01.BK,MSFT01_DR MSFT#BLS,SET,,,29119465472.0,US
3800.HK,GCL TECH,HKG,,,29104592896.0,US
603881.SS,SHANGHAI ATHUB CO LTD,SHH,,,29101451264.0,US
688343.SS,SHENZHEN INTELLIFUSION TECH CO ,SHH,,,29055954944.0,US
2026.HK,PONY-W,HKG,,,29003931648.0,US
002402.SZ,SHENZHEN H&T INTELLIGENT CONTRO,SHZ,,,28987410432.0,US
PMNT.TA,PAYMENT FINANCIAL,TLV,,,289644352.0,US
0268.HK,KINGDEE INT'L,HKG,,,28911745024.0,US
ADYENA.XC,Adyen NV,CXE,,,28862380032.0,US
224060.KQ,THE CODI,KOE,,,28849960960.0,US
8131.TW,FORMOSA ADVANCED TECHNOLOGIES,TAI,,,28832886784.0,US
5027.T,ANYMIND GROUP INC,JPX,,,28819767296.0,US
NEC1.F,NEC CORP.                     R,FRA,,,28815128576.0,US
3771.T,SYSTEM RESEARCH CO LTD,JPX,,,28758308864.0,US
002138.SZ,SHENZHEN SUNLORD ELECTRONICS CO,SHZ,,,28729122816.0,US
6810.HK,SUNMI TECH-W,HKG,,,28727422976.0,US
1N8U.F,Adyen N.V.                    R,FRA,,,28698390528.0,US
Z5O.F,Qnity Electronics Inc.        R,FRA,,,28679471104.0,US
MTSI,MACOM Technology Solutions Hold,NMS,,,28656693248.0,US
2469.T,HIBINO CORPORATION COM STK,JPX,,,28625061888.0,US
300323.SZ,BOE HC SEMITEK CORPORATION,SHZ,,,28613468160.0,US
HMS.ST,HMS Networks AB,STO,,,28610588672.0,US
TDY,Teledyne Technologies Incorpora,NYQ,,,28565618688.0,US
5351.TWO,ETRON TECHNOLOGY INC,TWO,,,28500150272.0,US
TDKA.F,TDK CORP.                     R,FRA,,,28472111104.0,US
600100.SS,TSINGHUA TONGFANG CO. LTD.,SHH,,,28377022464.0,US
ZAGGLE.NS,ZAGGLE PREPA OCEAN SER L,NSI,,,28375494656.0,US
ZAGGLE.BO,ZAGGLE PREPAID OCEAN SERVICES,BSE,,,28316950528.0,US
600732.SS,SHANGHAI AIKO SOLAR ENERGY CO L,SHH,,,28307632128.0,US
0696.HK,TRAVELSKY TECH,HKG,,,28237920256.0,US
038950.KQ,FINEDIGITAL,KOE,,,28211277824.0,US
4971.TWO,INTELLIEPI INC (CAYMAN),TWO,,,28189949952.0,US
ADYE.VI,ADYEN NV,VIE,,,28181186560.0,US
688390.SS,GOODWE TECHNOLOGIES CO LTD,SHH,,,28122298368.0,US
148930.KQ,HYTC,KOE,,,28096753664.0,US
ADYEN.AS,ADYEN,AMS,,,28092884992.0,US
PAYX.VI,PAYCHEX INC,VIE,,,28072089600.0,US
1N8.DE,Adyen N.V.                    A,GER,,,28032966656.0,US
049120.KQ,FINE DNC,KOE,,,27988389888.0,US
1ROP.MI,Roper Technologies,MIL,,,27974293504.0,US
HXGBF,Hexagon AB,PNK,,,27951882240.0,US
HANA-R.BK,HANA_HANA MICROELECTRONICS,SET,,,27889049600.0,US
HANA.BK,HANA_HANA MICROELECTRONICS,SET,,,27889049600.0,US
6835.T,ALLIED TELESIS HOLDINGS KK,JPX,,,27875262464.0,US
290560.KQ,Parataxis Ethereum,KOE,,,27869804544.0,US
377030.KQ,BITMAX,KOE,,,27858806784.0,US
038620.KQ,WIZ,KOE,,,27830673408.0,US
300085.SZ,SHENZHEN INFOGEM TECHNOLOGIES C,SHZ,,,27820435456.0,US
3515.TW,ASROCK INCORPORATION,TAI,,,27797409792.0,US
1N8.F,Adyen N.V.                    A,FRA,,,27742828544.0,US
PCX.F,PAYCHEX INC.                  R,FRA,,,27720966144.0,US
2393.TW,EVERLIGHT ELECTRONICS CO,TAI,,,27712067584.0,US
ROP.F,Roper Technologies Inc.       R,FRA,,,27711907840.0,US
INA.BO,INSOLATION ENERGY LIMITED,BSE,,,27703603200.0,US
6986.T,FUTABA CORP,JPX,,,27697301504.0,US
2374.TW,ABILITY ENTERPRISE CO LTD,TAI,,,27666505728.0,US
688615.SS,INTSIG INFORMATION CO LTD,SHH,,,27655602176.0,US
3576.TW,UNITED RENEWABLE ENERGY CO LTD,TAI,,,27654391808.0,US
4826.T,COMPUTER INSTITUTE OF JAPAN,JPX,,,27649003520.0,US
4392.T,FUTURE INNOVATION GROUP INC,JPX,,,27640641536.0,US
INA.NS,INSOLATION ENERGY LIMITED,NSI,,,27639691264.0,US
218A.T,LIBERAWARE CO LTD,JPX,,,27624574976.0,US
6915.T,CHIYODA INTEGRE CO,JPX,,,27591663616.0,US
7711.TW,ASROCK RACK INCORPORATION,TAI,,,27474196480.0,US
IBIDF,Ibiden Co. Ltd.,PNK,,,27366062080.0,US
0968.HK,XINYI SOLAR,HKG,,,27349661696.0,US
FIVN.MX,FIVE9 INC,MEX,,,27346358272.0,US
600641.SS,SHANGHAI VITAL DEEPTECH CO LTD,SHH,,,27345487872.0,US
002506.SZ,GCL SYSTEM INTEGRATION TECHNOLO,SHZ,,,27320977408.0,US
8275.T,FORVAL CORP,JPX,,,27237566464.0,US
P2AT34.SA,UIPATH INC  DRN,SAO,,,27187963904.0,US
002841.SZ,GUANGZHOU SHIYUAN ELECTRONIC TE,SHZ,,,27137687552.0,US
4425.T,KUDAN INC,JPX,,,27132022784.0,US
0HB4.IL,DASSAULT SYSTEMES SE DASSAULT S,IOB,,,27091568640.0,US
VRSN,"VeriSign, Inc.",NMS,,,27078871040.0,US
301300.KQ,VAIV company,KOE,,,27052281856.0,US
3984.T,USER LOCAL INC,JPX,,,27051352064.0,US
HXGBY,Hexagon AB,PNK,,,27031685120.0,US
688279.SS,FORTIOR TECH SHENZHEN CO LTD,SHH,,,27013820416.0,US
115610.KQ,IMAGIS,KOE,,,27005886464.0,US
688503.SS,CHANGZHOU FUSION NEW MATERIAL C,SHH,,,26974648320.0,US
688727.SS,XIAMEN HENGKUN NEW MATERIAL TEC,SHH,,,26972655616.0,US
P,"Everpure, Inc.",NYQ,,,26964148224.0,US
300738.SZ,GUANGDONG AOFEI DATA TECHNOLOGY,SHZ,,,26954813440.0,US
603061.SS,JHT DESIGN CO LTD,SHH,,,26951731200.0,US
5371.TWO,CORETRONICS CORP,TWO,,,26821304320.0,US
688368.SS,SHANGHAI BRIGHT POWER SEMICONDU,SHH,,,26811502592.0,US
688372.SS,SHANGHAI V-TEST SEMICONDUCTOR T,SHH,,,26808793088.0,US
BL.MX,,MEX,,,,US
300762.SZ,JUSHRI TECHNOLOGIES INC,SHZ,,,26770180096.0,US
LUZC.TA,LUZON CRED & FIN,TLV,,,267573760.0,US
AMD1.F,Advanced Micro Devices Inc.   R,FRA,,,26741848064.0,US
688652.SS,BEIJING JINGYI AUTOMATION EQUIP,SHH,,,26701920256.0,US
W7D.F,Workday Inc.                  R,FRA,,,26701373440.0,US
6197.TW,JPC CONNECTIVITY INC,TAI,,,26675769344.0,US
236810.KQ,NBT,KOE,,,26578532352.0,US
377330.KQ,EGT,KOE,,,26574643200.0,US
1WDAY.MI,WORKDAY,MIL,,,26556555264.0,US
002065.SZ,DHC SOFTWARE CO. LTD.,SHZ,,,26541393920.0,US
6173.TWO,PROSPERITY DIELECTRICS CO,TWO,,,26535999488.0,US
TOW.F,TOWER SEMICONDUCTOR LTD.      R,FRA,,,26513862656.0,US
688001.SS,SUZHOU HYC TECHNOLOGY CO LTD,SHH,,,26512549888.0,US
368600.KQ,ICH,KOE,,,26446417920.0,US
1415.HK,COWELL,HKG,,,26444331008.0,US
2428.TW,THINKING ELECTRONIC INDL,TAI,,,26391277568.0,US
MTE1.F,Micron Technology Inc.        R,FRA,,,747856592896.0,US
2328.TW,PAN INTERNATIONAL INDUSTRIAL,TAI,,,26383826944.0,US
9687.T,KSK CO LTD,JPX,,,26345560064.0,US
E5A.F,MINIMAX GROUP INC.            R,FRA,,,26345365504.0,US
5574.T,ABEJA INC,JPX,,,26320840704.0,US
TOPG.TA,TOP GROUP,TLV,,,263150240.0,US
3673.TW,TPK HOLDING CO LTD,TAI,,,26311159808.0,US
YZOFF,Yangtze Optical Fibre & Cable J,PNK,,,26300962816.0,US
3388.T,MEIJI ELECTRIC INDUSTRIES CO LT,JPX,,,26283220992.0,US
3916.T,DIGITAL INFORMATION TECHNOLOGIE,JPX,,,26280876032.0,US
DSY.PA,DASSAULT SYSTEMES,PAR,,,26160775168.0,US
300102.SZ,XIAMEN CHANGELIGHT CO LTD,SHZ,,,26128277504.0,US
DSY2.VI,DASSAULT SYSTEMES SA,VIE,,,26081978368.0,US
9702.T,ISB CORPORATION,JPX,,,26066843648.0,US
6643.TWO,M31 TECHNOLOGY CORPORATION,TWO,,,26049476608.0,US
AMADF,Amadeus IT Group SA,PNK,,,26007074816.0,US
SASKEN.NS,SASKEN TECHNOLOGIES LTD,NSI,,,25962790912.0,US
SASKEN.BO,Sasken Technologies Limited,BSE,,,25959755776.0,US
GHH.L,GOOCH & HOUSEGO PLC ORD 20P,LSE,,,259474480.0,US
KLYPV.IS,KALYON GUNES TEKNOLOJILERI,IST,,,25920784384.0,US
ZS,"Zscaler, Inc.",NMS,,,25895344128.0,US
600206.SS,GRINM ADVANCED MATERIALS CO LTD,SHH,,,25887600640.0,US
DSY.F,Dassault Systemes SE          A,FRA,,,25871851520.0,US
FN,Fabrinet,NYQ,,,25870503936.0,US
6850.T,CHINO CORPORATION,JPX,,,25855758336.0,US
TWLO.VI,TWILIO INC - A,VIE,,,25854676992.0,US
600667.SS,WUXI TAIJI INDUSTRIAL CO. LTD.,SHH,,,25830545408.0,US
DSYA.F,Dassault Systemes SE          A,FRA,,,25825886208.0,US
688123.SS,GIANTEC SEMICONDUCTOR CORPORATI,SHH,,,25798178816.0,US
300623.SZ,JIANGSU JIEJIE MICROELECTRONICS,SHZ,,,25769515008.0,US
001339.SZ,JWIPC TECHNOLOGY CO LTD,SHZ,,,25693274112.0,US
139670.KQ,KineMaster,KOE,,,25682114560.0,US
FIV0.F,Fiserv Inc.                   R,FRA,,,25657104384.0,US
002153.SZ,BEIJING SHIJI INFO. TECHNOLOGY ,SHZ,,,25654419456.0,US
JEEN.TA,JEEN TECH AI,TLV,,,256232736.0,US
7888.T,SANKO GOSEI LTD,JPX,,,25606361088.0,US
ZOOM.VI,ZOOM VIDEO COMMUNICATIONS-A,VIE,,,25604198400.0,US
3837.T,AD-SOL NISSIN CORPORATION,JPX,,,25544429568.0,US
054940.KQ,EXA E&C,KOE,,,25543632896.0,US
AMADY,Amadeus IT Group SA,PNK,,,25536884736.0,US
6579.TW,AAEON TECHNOLOGY INC.,TAI,,,25502408704.0,US
FICO,Fair Isaac Corporation,NYQ,,,25477296128.0,US
457600.KQ,VECT,KOE,,,25468534784.0,US
688516.SS,WUXI AUTOWELL TECHNOLOGY CO LTD,SHH,,,25440835584.0,US
N1IC34.SA,NICE LTD    DRN,SAO,,,25408088064.0,US
054090.KQ,SAMJIN LND,KOE,,,25406646272.0,US
208350.KQ,JS.,KOE,,,25398421504.0,US
TWH.F,Twilio Inc.                   R,FRA,,,25376587776.0,US
1ZM.MI,ZOOM COMMUNICATIONS,MIL,,,25350719488.0,US
002792.SZ,TONGYU COMMUNICATION INC,SHZ,,,25337948160.0,US
GLOBN.MX,GLOBANT SA,MEX,,,25556844544.0,US
6616.T,TOREX SEMICONDUCTOR LTD,JPX,,,25315923968.0,US
2349.T,NIPPON INFORMATION DEVELOPMENT ,JPX,,,25303592960.0,US
8110.TW,WALTON ADVANCED ENGINEERING INC,TAI,,,25287000064.0,US
STG.TA,STG INTERNATIONAL,TLV,,,252736368.0,US
DSYP.XC,Dassault Systemes SE,CXE,,,25262016512.0,US
688709.SS,CHENGDU SINO MICROELECTRONICS T,SHH,,,25250985984.0,US
3393.T,STARTIA HLDGS INC,JPX,,,25246298112.0,US
101400.KQ,N CITRON,KOE,,,25166344192.0,US
3853.T,ASTERIA CORPORATION,JPX,,,25153992704.0,US
600410.SS,BEIJING TEAMSUN TECHNOLOGY CO,SHH,,,25153589248.0,US
FISV.VI,FISERV INC,VIE,,,25089599488.0,US
MDB,"MongoDB, Inc.",NGM,,,25088151552.0,US
BRMG.TA,BRIMAG DIGITAL AGE,TLV,,,250765472.0,US
FSLR,"First Solar, Inc.",NMS,,,25076389888.0,US
FIV.DE,FISERV INC.                   R,GER,,,25062936576.0,US
FIV.F,FISERV INC.                   R,FRA,,,25062936576.0,US
002180.SZ,PANTUM TECHNOLOGY CO LTD,SHZ,,,25010849792.0,US
3265.TWO,WINSTEK SEMICONDUCTOR CO LTD,TWO,,,25004077056.0,US
ASTS,"AST SpaceMobile, Inc.",NMS,,,32474382336.0,US
389680.KQ,UDMTEK,KOE,,,24954351616.0,US
SILEX.ST,Silex Microsystems AB,STO,,,27196372992.0,US
085810.KQ,Alticast,KOE,,,24896159744.0,US
301285.SZ,HONG RI DA TECH CO LTD,SHZ,,,24895467520.0,US
6298.T,Y.A.C HOLDINGS CO LTD,JPX,,,24870811648.0,US
000733.SZ,CHINA ZHENHUA SCIENCE & TECHNOL,SHZ,,,24865581056.0,US
5ZM.F,Zoom Communications Inc.      R,FRA,,,24852606976.0,US
DXC.MX,DXC TECHNOLOGY COMPANY,MEX,,,24848939008.0,US
BESVF,BE Semiconductor Industries N.V,PNK,,,24841891840.0,US
3915.T,TERRASKY CO LTD,JPX,,,24797952000.0,US
197140.KQ,DigiCAP,KOE,,,24770668544.0,US
9629.T,PCA CORPORATION,JPX,,,24663875584.0,US
1FISV.MI,FISERV,MIL,,,24662996992.0,US
5254.T,ARENT INC,JPX,,,24618452992.0,US
2489.TW,AMTRAN TECHNOLOGY,TAI,,,24613498880.0,US
TIETOS.ST,Tieto Corporation,STO,,,24576593920.0,US
E2ST34.SA,ELASTIC NV  DRN,SAO,,,24551979008.0,US
3526.TWO,ALLTOP TECHNOLOGY CO LTD,TWO,,,24542427136.0,US
1PSTG.MI,EVERPURE,MIL,,,24532791296.0,US
TYZ.F,TELEDYNE TECHNOLOGIES INC.    R,FRA,,,24531277824.0,US
1MA.F,MACOM Technology Sol.Hldg.Inc.R,FRA,,,24529092608.0,US
043360.KQ,DGI,KOE,,,24524414976.0,US
2889.HK,PATEO,HKG,,,24523569152.0,US
3587.TWO,MATERIALS ANALYSIS TECHNOLOGY I,TWO,,,24487604224.0,US
300131.SZ,SHENZHEN YITOA INTELLIGENT CONT,SHZ,,,24436971520.0,US
SRT.L,SRT MARINE SYSTEMS PLC ORD 0.1P,LSE,,,244301088.0,US
2493.TW,AMPOC FAR EAST CO,TAI,,,24406200320.0,US
016920.KQ,Cas,KOE,,,24402298880.0,US
6166.TW,ADLINK TECHNOLOGY INC,TAI,,,24390352896.0,US
SMCI.NE,SUPERMICRO CDR (CAD HEDGED),NEO,,,25437114368.0,US
SEE.L,SEEING MACHINES LIMITED ORD NPV,LSE,,,243339728.0,US
LSRCF,Lasertec Corp.,PNK,,,24312320000.0,US
300627.SZ,SHANGHAI HUACE NAVIGATION TECHN,SHZ,,,24307107840.0,US
6962.T,DAISHINKU CORP,JPX,,,24298520576.0,US
IBI.F,IBIDEN CO. LTD.               R,FRA,,,24294361088.0,US
2590.HK,GEEKPLUS-W,HKG,,,24285132800.0,US
3CP.SG,Xiaomi Corp.,STU,,,,US
TIETO.OL,Tieto Oyj,OSL,,,24229791744.0,US
300209.SZ,XINGYUN TECHNOLOGY CO LTD,SHZ,,,24144537600.0,US
3694.T,OPTIM CORPORATION,JPX,,,24142897152.0,US
4847.T,INTELLIGENT WAVE INC,JPX,,,24141701120.0,US
6291.TWO,ANALOG INTEGRATIONS CORPORATION,TWO,,,24049999872.0,US
068100.KQ,KWR,KOE,,,24043241472.0,US
SMIC03.BK,SMIC03_DR SMIC#PI,SET,,,3011580526592.0,US
BESIY,BE Semiconductor Industries N.V,PNK,,,24026716160.0,US
0P2W.IL,AMADEUS IT GROUP SA AMADEUS IT ,IOB,,,24018225152.0,US
688475.SS,HANGZHOU EZVIZ NETWORK CO LTD,SHH,,,24010874880.0,US
6600.HK,ONEROBOTICS,HKG,,,23977889792.0,US
6449.TW,APAQ TECHNOLOGY CO LTD,TAI,,,23903023104.0,US
603516.SS,BEIJING TRICOLOR TECHNOLOGY CO ,SHH,,,23881988096.0,US
303030.KQ,"Zinitix Co.,Ltd.",KOE,,,23850268672.0,US
2185.T,CMC CORPORATION,JPX,,,23840237568.0,US
NETCD.IS,NETCAD YAZILIM,IST,,,23769499648.0,US
KIT.OL,KITRON,OSL,,,23751088128.0,US
301316.SZ,HYDSOFT TECHNOLOGY CO LTD,SHZ,,,23698640896.0,US
NTAP,"NetApp, Inc.",NMS,,,23753377792.0,US
KERNEX.NS,KERNEX MICROSYS(I) LTD,NSI,,,23604043776.0,US
191410.KQ,RYUK-IL C&S,KOE,,,23584956416.0,US
067010.KQ,ECS,KOE,,,23519160320.0,US
688432.SS,GRINM SEMICONDUCTOR MATERIALS C,SHH,,,23518177280.0,US
2706.HK,HAIZHI TECH GP,HKG,,,23505281024.0,US
2316.TW,WUS PRINTED CIRCUIT CO,TAI,,,23495833600.0,US
7805.TWO,QNAP,TWO,,,23485624320.0,US
3693.TWO,AIC INC,TWO,,,23472920576.0,US
6188.TWO,QUANTA STORAGE,TWO,,,23465664512.0,US
4967.TW,TEAM GROUP INC,TAI,,,23449868288.0,US
2038.HK,FIH,HKG,,,23376832512.0,US
3396.HK,LEGENDHOLDING,HKG,,,23373811712.0,US
603171.SS,SERVYOU SOFTWARE GROUP CO LTD,SHH,,,23348582400.0,US
300814.SZ,SHENZHEN JOVE ENTERPRISE LIMITE,SHZ,,,23335333888.0,US
MIATK.IS,MIA TEKNOLOJI,IST,,,23316799488.0,US
K2CG34.SA,KINGSOFT CHLDRN,SAO,,,23314909184.0,US
5388.TW,SERCOMM CORP,TAI,,,23258193920.0,US
070590.KQ,Inticube,KOE,,,23226208256.0,US
600745.SS,WINGTECH TECHNOLOGY CO LTD,SHH,,,23225546752.0,US
300679.SZ,ELECTRIC CONNECTOR TECHNOLOGY C,SHZ,,,23224907776.0,US
4251.T,KEIWA INCORPORATED,JPX,,,23211892736.0,US
2359.TW,SOLOMON TECHNOLOGY CORP,TAI,,,23135086592.0,US
CAJPY,"Canon, Inc.",PNK,,,23124623360.0,US
3033.TW,WEIKENG INDUSTRIAL CO,TAI,,,23122528256.0,US
002217.SZ,HOLITECH TECHNOLOGY CO LTD,SHZ,,,23111342080.0,US
328380.KQ,Saltware,KOE,,,23017408512.0,US
4258.T,AMIYA CORP,JPX,,,22948638720.0,US
6928.T,ENOMOTO CO LTD,JPX,,,22893699072.0,US
8155.TWO,ALLIED CIRCUIT CO LTD,TWO,,,22891827200.0,US
279600.KQ,MediaZen,KOE,,,22885154816.0,US
HXG.F,Hexagon AB                    N,FRA,,,22923913216.0,US
301095.SZ,SEMITRONIX CORPORATION,SHZ,,,22850068480.0,US
VRS.F,VERISIGN INC.                 R,FRA,,,22786400256.0,US
6PU.F,Everpure Inc                  R,FRA,,,22759096320.0,US
8093.T,KYOKUTO BOEKI KAISHA,JPX,,,22746050560.0,US
000997.SZ,NEWLAND DIGITAL TECHNOLOGY CO L,SHZ,,,22744049664.0,US
7749.TW,INTELLIGO TECHNOLOGY INC,TAI,,,22685034496.0,US
HXGC.F,Hexagon AB                    N,FRA,,,22682992640.0,US
300726.SZ,ZHUZHOU HONGDA ELECTRONICS CORP,SHZ,,,22663546880.0,US
SMRTG.IS,SMART GUNES ENERJISI TEK.,IST,,,22611439616.0,US
3014.TW,ITE TECH INC.,TAI,,,22574247936.0,US
JKSN.MX,JINKOSOLAR HOLDING CO LTD,MEX,,,22494566400.0,US
7505.T,FUSO DENTSU CO LTD,JPX,,,22472560640.0,US
CAJFF,"Canon, Inc.",PNK,,,22451091456.0,US
3357.TWO,TAI-TECH ADVANCED ELECTRONICS C,TWO,,,22447673344.0,US
0ZC.F,Zscaler Inc.                  R,FRA,,,22378848256.0,US
300170.SZ,HAND ENTERPRISE SOLUTIONS CO LT,SHZ,,,22373091328.0,US
RELTD.NS,RAVINDRA ENERGY LIMITED,NSI,,,22338775040.0,US
RELTD.BO,RAVINDRA ENERGY LIMITED,BSE,,,22336989184.0,US
004270.KS,Namsung,KSC,,,22332928000.0,US
1HH.F,Hua Hong Semiconductor Ltd.   R,FRA,,,22331817984.0,US
2362.TW,CLEVO CO,TAI,,,22310789120.0,US
CTSH,Cognizant Technology Solutions ,NMS,,,22292490240.0,US
2658.HK,TIANYU SEMI,HKG,,,22278662144.0,US
6798.T,SMK CORP,JPX,,,22246537216.0,US
TEAM,Atlassian Corporation,NMS,,,22194536448.0,US
8064.TWO,CONTREL TECHNOLOGY CO LTD,TWO,,,22178140160.0,US
4662.T,FOCUS SYSTEMS CORP,JPX,,,22163150848.0,US
FAN.F,Fabrinet                      R,FRA,,,22142779392.0,US
CNC.L,CONCURRENT TECHNOLOGIES PLC ORD,LSE,,,221200512.0,US
AI3A.DE,Amadeus IT Group S.A.         A,GER,,,22103209984.0,US
AMAD.VI,AMADEUS IT GROUP SA,VIE,,,22094581760.0,US
372800.KQ,ITEYES,KOE,,,22062608384.0,US
6874.T,KYORITSU ELECTRIC CORPORATION,JPX,,,22060439552.0,US
1AMS.MI,AMADEUS IT GROUP,MIL,,,22025564160.0,US
6456.TW,GENERAL INTERFACE SOLUTION HOLD,TAI,,,22025125888.0,US
AMS.MC,"AMADEUS IT GROUP, S.A.",MCE,,,22016935936.0,US
3921.T,NEO JAPAN INC,JPX,,,22008059904.0,US
300602.SZ,SHENZHEN FRD SCIENCE AND TECHNO,SHZ,,,22006075392.0,US
0XVE.IL,BE SEMICONDUCTOR INDUSTRIES NV ,IOB,,,21975064576.0,US
LSRCY,Lasertec Corp.,PNK,,,21941587968.0,US
AI1.MX,C3.AI INC,MEX,,,21938972672.0,US
ZSCA.VI,ZSCALER INC,VIE,,,21938284544.0,US
AKAM,"Akamai Technologies, Inc.",NMS,,,21935757312.0,US
7746.T,OKAMOTO GLASS CO LTD,JPX,,,21935120384.0,US
1ZS.MI,Zscaler Inc,MIL,,,21935067136.0,US
NPST.NS,NETWORK PEOPLE SRV TECH L,NSI,,,21918201856.0,US
8081.TW,GLOBAL MIXED-MODE TECHNOLOGY IN,TAI,,,21893027840.0,US
0ZC.DE,Zscaler Inc.                  R,GER,,,21883615232.0,US
3788.T,GMO GLOBALSIGN HOLDINGS K.K.,JPX,,,21861328896.0,US
NPST.BO,Network People Services Techno,BSE,,,21844183040.0,US
300638.SZ,FIBOCOM WIRELESS INC,SHZ,,,21843169280.0,US
600516.SS,FANGDA CARBON NEW MATERIAL CO L,SHH,,,21820760064.0,US
002151.SZ,BEIJING BDSTAR NAVIGATION CO. L,SHZ,,,21814161408.0,US
AI3B.F,Amadeus IT Group S.A.         A,FRA,,,21783998464.0,US
AI3A.F,Amadeus IT Group S.A.         A,FRA,,,21758115840.0,US
1FN.MI,FABRINET,MIL,,,21748652032.0,US
2485.TW,ZINWELL,TAI,,,21698158592.0,US
001287.SZ,SHENZHEN CECPORT TECHNOLOGIES C,SHZ,,,21695148032.0,US
688582.SS,ANHUI XDLK MICROSYSTEM CO LTD,SHH,,,21629632512.0,US
6853.T,KYOWA ELECTRONIC INSTRUMENTS CO,JPX,,,21617125376.0,US
526.F,MongoDB Inc.                  R,FRA,,,21615384576.0,US
0YB0.MU,IonQ Inc.                     R,MUN,,,15839415296.0,US
FIS,Fidelity National Information S,NYQ,,,21605548032.0,US
FSLR.VI,FIRST SOLAR INC,VIE,,,21598126080.0,US
PROTEAN.BO,Protean eGov Technologies Limi,BSE,,,21577637888.0,US
PROTEAN.NS,PROTEAN EGOV TECHNO LTD,NSI,,,21567483904.0,US
275630.KQ,SSR,KOE,,,21540612096.0,US
3ZU0.F,AST SpaceMobile Inc.          R,FRA,,,27944970240.0,US
1MDB.MI,MongoDB Inc,MIL,,,21506885632.0,US
APLP.TA,APOLLO POWER LTD,TLV,,,215046576.0,US
300166.SZ,BUSINESS-INTELLIGENCE OF ORIENT,SHZ,,,21488132096.0,US
603005.SS,CHINA WAFER LEVEL CSP CO LTD,SHH,,,21482534912.0,US
F3A.DE,First Solar Inc.              R,GER,,,21469181952.0,US
CPAY,"Corpay, Inc.",NYQ,,,21453744128.0,US
1FSLR.MI,FIRST SOLAR,MIL,,,21447692288.0,US
603738.SS,TKD SCIENCE AND TECHNOLOGY CO L,SHH,,,21447626752.0,US
NXT,Nextpower Inc.,NMS,,,21699002368.0,US
4396.T,SYSTEM SUPPORT HOLDINGS INC,JPX,,,21393784832.0,US
300302.SZ,TOYOU FEIJI ELECTRONICS CO LTD,SHZ,,,21355995136.0,US
600776.SS,EASTERN COMMUNICATIONS CO,SHH,,,21326878720.0,US
NET.L,NETCALL PLC ORD 5P,LSE,,,213245728.0,US
079190.KQ,KESPION,KOE,,,21302835200.0,US
688158.SS,UCLOUD TECHNOLOGY CO LTD,SHH,,,21263816704.0,US
4165.T,PLAID INC,JPX,,,21258184704.0,US
RZR.TA,RAZOR LABS LTD,TLV,,,212192544.0,US
300118.SZ,RISEN ENERGY CO LT,SHZ,,,21215657984.0,US
002405.SZ,NAVINFO CO LTD,SHZ,,,21169895424.0,US
4058.T,TOYOKUMO INC,JPX,,,21161213952.0,US
6138.TWO,ANPEC ELECTRONICS CORP,TWO,,,21160112128.0,US
083470.KQ,EMnI,KOE,,,21146871808.0,US
5443.TWO,GALLANT PRECISION MACHINING CO,TWO,,,21130516480.0,US
3013.TW,CHENMING ELECTRONIC TECHNOLOGY ,TAI,,,21129318400.0,US
6719.TW,UPI SEMICONDUCTOR CORP,TAI,,,21096800256.0,US
FRI.F,Fair Isaac Corp.              R,FRA,,,21068937216.0,US
TTG.L,TT ELECTRONICS PLC ORD 25P,LSE,,,210486480.0,US
603236.SS,QUECTEL WIRELESS SOLUTIONS CO L,SHH,,,21037012992.0,US
RCN.L,REDCENTRIC PLC ORD 0.1P,LSE,,,210302368.0,US
002947.SZ,SUZHOU HENGMINGDA ELECTRONIC TE,SHZ,,,21029662720.0,US
